MakeCode,BodyStyleDescription,VFactsClass,FuelTypeDescription,EngineTypeDescription,GearNum,EngineSize,Cylinders,Power,PowerRPMTo,Torque,TorqueRPMTo,DoorNum,WheelBase,Height,Length,Width,KerbWeight,SeatCapacity,YearGroup,Sold_Date,KM,AverageKM,GoodKM,SaleCategory,Branch,BuildCountryOriginDescription,NewPrice,Sold_Amount,ColorGroup,Aging,Age_Comp_Months_Fixed,KM per Year,RelativePower,RelativeTorque
MAZD,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,3726,6,204.0,6250.0,367.0,4250.0,5,2875.0,1728.0,5099.0,1936.0,2097.0,7.0,2010,2014-06-10 00:00:00.000,93556.0,180.0,110.0,Dealer Only Auction,Belmore (NSW),JAPAN,63133.0,28000.0,blue,4,43.0,26108.651162790695,0.09728183118741059,0.17501192179303768
LAND,Wagon,SUV,Diesel,Piston,6.0,2993,6,180.0,4000.0,600.0,2000.0,5,2745.0,1789.0,4783.0,1928.0,2535.0,5.0,2011,2013-10-21 00:00:00.000,23894.0,150.0,90.0,Auction,Belmore (NSW),UNITED KINGDOM,99900.0,76000.0,white,2,24.0,11947.0,0.07100591715976332,0.23668639053254437
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,152.0,5200.0,305.0,3600.0,4,2788.0,1527.0,5025.0,1847.0,1573.0,5.0,2004,2005-08-30 00:00:00.000,42424.0,325.0,195.0,Auction,Tullamarine (VIC),AUSTRALIA,42390.0,19400.0,blue,1,12.0,42424.0,0.09663064208518754,0.19389701207883026
FORD,Utility,Light Commercial,Diesel,Piston,5.0,2953,4,115.0,3200.0,380.0,1800.0,4,2985.0,1622.0,5077.0,1723.0,1802.0,5.0,2009,2014-11-26 00:00:00.000,159304.0,240.0,160.0,Dealer Only Auction,Geebung (QLD),THAILAND,34590.0,11670.0,white,5,60.0,31860.8,0.06381798002219756,0.21087680355160932
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2362,4,125.0,6000.0,224.0,4000.0,5,2660.0,1695.0,4625.0,1815.0,1585.0,5.0,2009,2011-05-14 00:00:00.000,84078.0,200.0,120.0,Fixed Price,Sunshine (VIC),JAPAN,35490.0,21700.0,gray,2,24.0,42039.0,0.07886435331230283,0.14132492113564668
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6500.0,325.0,2400.0,4,2915.0,1476.0,4894.0,1899.0,1690.0,5.0,2009,2015-08-12 00:00:00.000,129521.0,200.0,120.0,Dealer Only Auction,Sunshine (VIC),AUSTRALIA,39290.0,7160.0,white,6,72.0,21586.833333333332,0.10355029585798817,0.19230769230769232
FORD,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2953,4,115.0,3200.0,380.0,1800.0,4,2985.0,1622.0,5077.0,1723.0,1745.0,4.0,2011,2015-03-04 00:00:00.000,70734.0,180.0,120.0,Dealer Only Auction,Geebung (QLD),THAILAND,29990.0,12900.0,white,4,47.0,18059.744680851065,0.0659025787965616,0.2177650429799427
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2494,4,135.0,6000.0,235.0,4100.0,4,2775.0,1470.0,4815.0,1825.0,1505.0,5.0,2012,2015-04-14 00:00:00.000,26669.0,130.0,80.0,Auction,Sunshine (VIC),AUSTRALIA,39990.0,21100.0,indigo,3,33.0,9697.818181818182,0.08970099667774087,0.15614617940199335
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2494,4,135.0,6000.0,235.0,4100.0,4,2775.0,1470.0,4815.0,1825.0,1505.0,5.0,2013,2014-08-26 00:00:00.000,13608.0,100.0,60.0,Dealer Only Auction,Sunshine (VIC),AUSTRALIA,33490.0,20900.0,gray,1,9.0,18144.0,0.08970099667774087,0.15614617940199335
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,4,2829.0,1444.0,4916.0,1864.0,1694.0,5.0,2006,2008-04-07 00:00:00.000,32499.0,275.0,165.0,Auction,Newcastle (NSW),AUSTRALIA,39290.0,18200.0,blue,2,17.0,22940.470588235294,0.11216056670602124,0.22609208972845338
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1576.0,5.0,1997,2001-07-26 00:00:00.000,91368.0,500.0,300.0,Auction,Newcastle (NSW),AUSTRALIA,30500.0,14000.0,white,4,46.0,23835.130434782608,0.0932741116751269,0.19289340101522842
NISS,Utility,Light Commercial,Diesel,Piston,6.0,2488,4,140.0,4000.0,450.0,2000.0,4,3200.0,1795.0,5296.0,1848.0,1997.0,5.0,2013,2015-09-02 00:00:00.000,75732.0,120.0,80.0,Auction,Adelaide (SA),SPAIN,47290.0,20750.0,white,2,24.0,37866.0,0.0701051577366049,0.22533800701051576
HOLD,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,3165,6,140.0,5400.0,265.0,4200.0,4,3025.0,1705.0,4975.0,1690.0,1600.0,5.0,2002,2006-01-04 00:00:00.000,34719.0,450.0,300.0,Auction,Belmore (NSW),JAPAN,31270.0,13000.0,white,4,45.0,9258.4,0.0875,0.165625
FORD,Cab Chassis,Light Commercial,Diesel,Piston,6.0,3198,5,147.0,3000.0,470.0,2750.0,4,3220.0,1804.0,5110.0,1850.0,1870.0,4.0,2013,2015-11-18 00:00:00.000,70295.0,120.0,80.0,Dealer Only Auction,Geebung (QLD),THAILAND,43390.0,28400.0,white,2,24.0,35147.5,0.0786096256684492,0.25133689839572193
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1566.0,5.0,1999,2001-05-14 00:00:00.000,55427.0,450.0,270.0,Auction,Belmore (NSW),AUSTRALIA,39800.0,26400.0,violet,2,22.0,30232.909090909092,0.09386973180076628,0.194125159642401
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1690.0,5.0,2006,2010-08-03 00:00:00.000,85603.0,275.0,165.0,Auction,Sunshine (VIC),AUSTRALIA,34490.0,12500.0,blue,4,48.0,21400.75,0.10650887573964497,0.1952662721893491
TOYO,Wagon,SUV,Diesel,Piston,6.0,2982,4,127.0,3400.0,410.0,2800.0,5,2790.0,1845.0,4930.0,1885.0,2290.0,7.0,2010,2013-04-10 00:00:00.000,66315.0,180.0,110.0,Auction,Adelaide (SA),JAPAN,61904.0,42250.0,white,3,34.0,23405.294117647056,0.055458515283842796,0.17903930131004367
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,172.0,6000.0,320.0,2800.0,4,2789.0,1440.0,4876.0,1842.0,1568.0,5.0,2006,2009-05-26 00:00:00.000,94728.0,275.0,165.0,Auction,Sunshine (VIC),AUSTRALIA,33990.0,10600.0,white,3,36.0,31576.0,0.1096938775510204,0.20408163265306123
MITS,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2477,4,131.0,4000.0,400.0,2000.0,2,3000.0,1775.0,5030.0,1750.0,1648.0,3.0,2010,2014-05-21 00:00:00.000,105751.0,180.0,110.0,Auction,Adelaide (SA),THAILAND,34590.0,14500.0,white,4,45.0,28200.266666666666,0.07949029126213593,0.24271844660194175
TOYO,Utility,Light Commercial,Petrol - Unleaded ULP,Piston,4.0,2694,4,108.0,4800.0,235.0,4000.0,4,2850.0,1630.0,4725.0,1690.0,1399.0,5.0,2000,2008-08-05 00:00:00.000,167678.0,510.0,340.0,Auction,Hobart (TAS),JAPAN,27810.0,7100.0,white,8,92.0,21871.043478260868,0.07719799857040743,0.1679771265189421
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1576.0,5.0,1998,2002-05-20 00:00:00.000,84615.0,475.0,285.0,Auction,Belmore (NSW),AUSTRALIA,30500.0,14700.0,blue,4,44.0,23076.818181818184,0.0932741116751269,0.19289340101522842
MINI,Hatchback,Passenger,Petrol - Premium ULP,Piston,6.0,1598,4,120.0,6000.0,210.0,4000.0,3,2467.0,1416.0,3655.0,1688.0,1195.0,4.0,2002,2006-07-31 00:00:00.000,76191.0,280.0,150.0,Auction,Geebung (QLD),UNITED KINGDOM,39900.0,23100.0,blue,4,48.0,19047.75,0.100418410041841,0.17573221757322174
TOYO,Wagon,SUV,Diesel,Piston,5.0,4461,8,151.0,3400.0,430.0,3200.0,3,2980.0,2115.0,5070.0,1790.0,2320.0,3.0,2007,2011-01-13 00:00:00.000,35010.0,300.0,200.0,Auction,Darwin (NT),JAPAN,58890.0,43500.0,white,4,43.0,9770.232558139534,0.06508620689655173,0.1853448275862069
NISS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1797,4,93.0,5200.0,174.0,4800.0,4,2600.0,1535.0,4205.0,1695.0,1142.0,5.0,2006,2007-03-13 00:00:00.000,25958.0,275.0,165.0,Special Fixed Price,Belmore (NSW),JAPAN,19990.0,16550.0,gray,1,12.0,25958.0,0.08143607705779335,0.15236427320490367
FORD,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,5,2922.0,1483.0,5053.0,1863.0,1634.0,5.0,2004,2004-10-25 00:00:00.000,22029.0,325.0,195.0,Auction,Newcastle (NSW),AUSTRALIA,39570.0,23400.0,white,0,0.0,22029.0,0.11138310893512852,0.23255813953488372
NISS,Sedan,Passenger,Petrol - Premium ULP,Piston,6.0,3498,6,170.0,5600.0,333.0,2800.0,4,2775.0,1470.0,4845.0,1765.0,1535.0,5.0,2007,2011-08-08 00:00:00.000,115139.0,250.0,150.0,Auction,Belmore (NSW),JAPAN,39990.0,12750.0,gray,4,48.0,28784.75,0.11074918566775244,0.21693811074918568
FORD,Utility,Light Commercial,Diesel,Piston,5.0,2953,4,115.0,3200.0,380.0,1800.0,4,3000.0,1762.0,5077.0,1804.0,1583.274504508248,5.0,2007,2008-12-02 00:00:00.000,58450.0,300.0,200.0,Auction,Balcatta (WA),THAILAND,45990.0,28800.0,violet,1,12.0,58450.0,0.07263427767740001,0.24000891754271308
NISS,Utility,Light Commercial,Diesel,Piston,5.0,2488,4,128.0,4000.0,403.0,2000.0,4,3200.0,1774.0,5133.0,1850.0,1940.0,5.0,2005,2014-08-27 00:00:00.000,245704.0,360.0,240.0,Auction,Belmore (NSW),SPAIN,42990.0,6250.0,gray,9,105.0,28080.457142857143,0.06597938144329897,0.2077319587628866
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,2997,6,190.0,6700.0,290.0,2900.0,4,2915.0,1476.0,4894.0,1899.0,1685.0,5.0,2011,2015-07-30 00:00:00.000,83419.0,150.0,90.0,Special Fixed Price,Balcatta (WA),AUSTRALIA,39990.0,10500.0,violet,4,48.0,20854.75,0.11275964391691394,0.17210682492581603
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,130.0,4800.0,295.0,3200.0,4,2731.0,1448.0,4861.0,1794.0,1347.0,5.0,1994,2002-01-22 00:00:00.000,123254.0,575.0,345.0,Auction,Tullamarine (VIC),AUSTRALIA,27040.0,8400.0,gray,8,85.0,17400.564705882352,0.09651076466221233,0.21900519673348182
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,180.0,6000.0,330.0,2600.0,4,2915.0,1476.0,4894.0,1899.0,1690.0,5.0,2007,2010-08-30 00:00:00.000,43704.0,250.0,150.0,Auction,Belmore (NSW),AUSTRALIA,34490.0,14000.0,violet,3,36.0,14568.0,0.10650887573964497,0.1952662721893491
TOYO,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,5.0,1794,4,100.0,6000.0,171.0,4200.0,5,2600.0,1470.0,4175.0,1695.0,1118.0,5.0,2002,2005-05-04 00:00:00.000,86131.0,375.0,225.0,Auction,Belmore (NSW),JAPAN,19990.0,13000.0,white,3,36.0,28710.333333333332,0.08944543828264759,0.15295169946332737
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2498,4,126.0,5800.0,235.0,4100.0,5,2615.0,1700.0,4560.0,1795.0,1490.0,5.0,2012,2014-11-10 00:00:00.000,62391.0,130.0,80.0,Special Fixed Price,Adelaide (SA),JAPAN,32990.0,20785.0,white,2,24.0,31195.5,0.08456375838926175,0.15771812080536912
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3497,6,155.0,5250.0,316.0,4000.0,5,2722.0,1482.0,4832.0,1785.0,1531.0,5.0,2003,2006-03-17 00:00:00.000,98112.0,350.0,210.0,Special Fixed Price,Belmore (NSW),AUSTRALIA,35200.0,10500.0,gray,3,36.0,32704.0,0.10124101894186806,0.20640104506858262
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,182.0,5000.0,380.0,3250.0,4,2829.0,1444.0,4916.0,1864.0,1648.0,5.0,2004,2006-07-19 00:00:00.000,135356.0,325.0,195.0,Auction,Belmore (NSW),AUSTRALIA,34780.0,10500.0,yellow,2,24.0,67678.0,0.1104368932038835,0.23058252427184467
MITS,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,2359,4,125.0,6000.0,226.0,4100.0,5,2670.0,1720.0,4665.0,1800.0,1545.0,5.0,2010,2014-01-09 00:00:00.000,87874.0,180.0,110.0,Fixed Price,Hobart (TAS),JAPAN,35740.0,15900.0,red,4,38.0,27749.684210526317,0.08090614886731391,0.14627831715210357
FORD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3984,6,190.0,5250.0,383.0,2500.0,4,2829.0,1444.0,4916.0,1864.0,1694.0,5.0,2007,2009-11-12 00:00:00.000,62453.0,250.0,150.0,Auction,Darwin (NT),AUSTRALIA,35990.0,13400.0,gray,2,24.0,31226.5,0.11216056670602124,0.22609208972845338
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1798,4,100.0,6000.0,175.0,4400.0,4,2600.0,1475.0,4540.0,1760.0,1280.0,5.0,2009,2011-06-06 00:00:00.000,30243.0,200.0,120.0,Fixed Price,Hobart (TAS),JAPAN,23740.0,15660.0,gray,2,24.0,15121.5,0.078125,0.13671875
HYUN,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,1975,4,105.0,6000.0,186.0,4600.0,5,2700.0,1520.0,4475.0,1775.0,1377.0,5.0,2009,2012-12-16 00:00:00.000,45852.0,200.0,120.0,Fixed Price,Belmore (NSW),SOUTH KOREA,22890.0,17085.0,gray,3,36.0,15284.0,0.07625272331154684,0.13507625272331156
MERC,Coupe,Passenger,Petrol - Premium ULP,Piston,7.0,2996,6,170.0,6000.0,300.0,2500.0,2,2715.0,1413.0,4638.0,1740.0,1575.0,4.0,2008,2013-02-18 00:00:00.000,42066.0,160.0,90.0,Auction,Belmore (NSW),GERMANY,104250.0,36500.0,black,5,56.0,9014.142857142857,0.10793650793650794,0.19047619047619047
HOLD,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2999,4,120.0,3600.0,360.0,1800.0,2,3200.0,1635.0,5000.0,1800.0,1468.0,2.0,2007,2014-06-10 00:00:00.000,148018.0,300.0,200.0,Auction,Balcatta (WA),THAILAND,26390.0,5100.0,white,7,77.0,23067.740259740258,0.08174386920980926,0.2452316076294278
MITS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,1998,4,113.0,6000.0,198.0,4250.0,4,2635.0,1490.0,4570.0,1760.0,1335.0,5.0,2009,2011-11-17 00:00:00.000,30695.0,200.0,120.0,Auction,Dubbo (NSW),JAPAN,24490.0,12800.0,red,2,24.0,15347.5,0.08464419475655431,0.14831460674157304
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,2498,4,126.0,5800.0,235.0,4100.0,5,2640.0,1735.0,4595.0,1795.0,1549.0,5.0,2013,2015-08-11 00:00:00.000,66621.0,100.0,60.0,Auction,Belmore (NSW),JAPAN,43990.0,27250.0,white,2,24.0,33310.5,0.08134280180761781,0.15171078114912848
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3791,6,147.0,5200.0,304.0,3600.0,4,2788.0,1450.0,4884.0,1842.0,1630.0,5.0,1999,2000-09-04 00:00:00.000,43317.0,450.0,270.0,Auction,Geebung (QLD),AUSTRALIA,33980.0,21800.0,white,1,12.0,43317.0,0.09018404907975461,0.18650306748466258
NISS,Wagon,SUV,Petrol - Unleaded ULP,Piston,1.0,2488,4,125.0,6000.0,226.0,4400.0,5,2630.0,1685.0,4630.0,1785.0,1550.0,5.0,2009,2012-01-09 00:00:00.000,88286.0,200.0,120.0,Auction,Adelaide (SA),JAPAN,35490.0,16400.0,black,3,28.0,37836.85714285714,0.08064516129032258,0.14580645161290323
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,1834,4,86.0,6000.0,161.0,4500.0,5,2500.0,1420.0,4275.0,1690.0,1066.0,5.0,1996,2000-05-24 00:00:00.000,97715.0,400.0,210.0,Auction,Belmore (NSW),JAPAN,26570.0,9900.0,white,4,48.0,24428.75,0.08067542213883677,0.15103189493433397
SUBA,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2457,4,126.0,6000.0,229.0,4400.0,5,2615.0,1700.0,4560.0,1795.0,1490.0,5.0,2008,2011-01-12 00:00:00.000,49404.0,230.0,140.0,Fixed Price,Dubbo (NSW),JAPAN,32490.0,24600.0,gray,3,25.0,23713.92,0.08456375838926175,0.15369127516778525
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,175.0,6000.0,320.0,2800.0,4,2789.0,1440.0,4876.0,1842.0,1568.0,5.0,2005,2007-08-23 00:00:00.000,39926.0,300.0,180.0,Auction,Canberra (ACT),AUSTRALIA,33650.0,15400.0,white,2,24.0,19963.0,0.11160714285714286,0.20408163265306123
HOLD,Wagon,SUV,Diesel,Piston,5.0,1991,4,110.0,4000.0,320.0,2000.0,5,2707.0,1720.0,4637.0,2110.0,1583.274504508248,7.0,2008,2012-12-14 00:00:00.000,95881.0,230.0,140.0,Special Fixed Price,Sunshine (VIC),THAILAND,41490.0,17700.0,gray,4,48.0,23970.25,0.06947626560446958,0.20211277266754787
FORD,Van,Light Commercial,Diesel,Piston,5.0,2402,4,90.0,4000.0,285.0,2300.0,4,3300.0,2353.0,5201.0,1974.0,1750.0,3.0,2001,2004-09-29 00:00:00.000,49098.0,480.0,320.0,Auction,Belmore (NSW),GERMANY,36670.0,20700.0,yellow,3,36.0,16366.0,0.05142857142857143,0.16285714285714287
TOYO,Wagon,SUV,Diesel,Piston,5.0,4164,6,96.0,3800.0,285.0,2200.0,5,2850.0,1970.0,4890.0,1940.0,2325.0,6.0,2006,2012-02-13 00:00:00.000,172578.0,275.0,165.0,Auction,Geebung (QLD),JAPAN,52900.0,22000.0,white,6,65.0,31860.553846153845,0.04129032258064516,0.12258064516129032
FORD,Sedan,Passenger,LPG only,Piston,6.0,3984,6,198.0,5000.0,409.0,3250.0,4,2838.0,1453.0,4955.0,1868.0,1757.0,5.0,2013,2015-03-03 00:00:00.000,31347.0,100.0,60.0,Auction,Sunshine (VIC),AUSTRALIA,39735.0,16500.0,white,2,20.0,18808.2,0.11269208878770631,0.2327831531018782
DODG,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,3604,6,206.0,6350.0,342.0,4350.0,5,2890.0,1745.0,4888.0,1878.0,1942.0,7.0,2012,2015-04-30 00:00:00.000,40603.0,130.0,80.0,Special Fixed Price,Sunshine (VIC),MEXICO,38350.0,21430.0,gray,3,36.0,13534.333333333334,0.10607621009268794,0.17610710607621008
FORD,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,3984,6,190.0,5250.0,383.0,2500.0,5,2842.0,1714.0,4856.0,1898.0,2095.0,5.0,2005,2012-10-03 00:00:00.000,197683.0,300.0,180.0,Auction,Belmore (NSW),AUSTRALIA,56320.0,7500.0,black,7,84.0,28240.428571428572,0.09069212410501193,0.18281622911694512
HOLD,Cab Chassis,Light Commercial,Petrol - Unleaded ULP,Piston,5.0,3494,6,147.0,5400.0,280.0,3000.0,2,3200.0,1639.0,5000.0,1720.0,1500.0,2.0,2003,2011-01-13 00:00:00.000,97585.0,420.0,280.0,Special Fixed Price,Geebung (QLD),JAPAN,26990.0,9500.0,white,8,88.0,13307.045454545456,0.098,0.18666666666666668
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2362,4,125.0,6000.0,224.0,4000.0,5,2660.0,1695.0,4600.0,1815.0,1590.0,5.0,2008,2012-02-24 00:00:00.000,59460.0,230.0,140.0,Fixed Price,Sunshine (VIC),JAPAN,33990.0,21400.0,black,4,45.0,15856.0,0.07861635220125786,0.14088050314465408
NISS,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1797,4,93.0,5200.0,174.0,4800.0,4,2600.0,1535.0,4205.0,1695.0,1114.0,5.0,2009,2012-04-28 00:00:00.000,29417.0,200.0,120.0,Fixed Price,Belmore (NSW),THAILAND,21240.0,12488.0,white,3,36.0,9805.666666666666,0.08348294434470377,0.1561938958707361
TOYO,Cab Chassis,Light Commercial,Diesel,Piston,5.0,2986,4,71.0,4000.0,200.0,2600.0,2,3095.0,1770.0,5030.0,1700.0,1593.0,4.0,2004,2013-03-27 00:00:00.000,129892.0,390.0,260.0,Auction,Geebung (QLD),JAPAN,37490.0,10200.0,white,9,100.0,15587.039999999999,0.044569993722536096,0.12554927809165098
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1497,4,80.0,6000.0,141.0,4200.0,4,2550.0,1460.0,4300.0,1690.0,1070.0,5.0,2013,2014-10-15 00:00:00.000,21973.0,100.0,60.0,Dealer Only Auction,Sunshine (VIC),JAPAN,19790.0,13800.0,gray,1,12.0,21973.0,0.07476635514018691,0.13177570093457944
FORD,Sedan,Passenger,Diesel,Piston,6.0,1997,4,120.0,3750.0,340.0,3250.0,4,2648.0,1484.0,4534.0,1823.0,1501.0,5.0,2011,2015-12-21 00:00:00.000,212539.0,150.0,90.0,Pickles Online,Geebung (QLD),GERMANY,30500.0,5500.0,gray,4,48.0,53134.75,0.07994670219853431,0.22651565622918055
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,3456,6,200.0,6200.0,336.0,4700.0,4,2775.0,1470.0,4825.0,1820.0,1590.0,5.0,2008,2010-01-06 00:00:00.000,32300.0,230.0,140.0,Dealer Only Auction,Sunshine (VIC),AUSTRALIA,34990.0,20000.0,gray,2,19.0,20400.0,0.12578616352201258,0.21132075471698114
HOLD,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1796,4,90.0,5600.0,165.0,3600.0,5,2606.0,1425.0,4110.0,1709.0,1160.0,5.0,2004,2006-07-31 00:00:00.000,41352.0,325.0,195.0,Auction,Newcastle (NSW),BELGIUM,25990.0,14600.0,blue,2,24.0,20676.0,0.07758620689655173,0.14224137931034483
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,2362,4,125.0,6000.0,224.0,4000.0,5,2660.0,1695.0,4625.0,1815.0,1585.0,5.0,2010,2012-11-06 00:00:00.000,42804.0,180.0,110.0,Auction,Hobart (TAS),JAPAN,33990.0,20500.0,white,2,24.0,21402.0,0.07886435331230283,0.14132492113564668
LAND,Softtop,SUV,Petrol - Unleaded ULP,Piston,5.0,1796,4,84.0,6000.0,158.0,2750.0,3,2555.0,1757.0,4382.0,1805.0,1425.0,5.0,1999,2009-09-09 00:00:00.000,88957.0,450.0,270.0,Auction,Belmore (NSW),UNITED KINGDOM,29950.0,3300.0,gray,10,120.0,8895.7,0.05894736842105263,0.11087719298245614
TOYO,Wagon,SUV,Petrol - Unleaded ULP,Piston,4.0,3378,6,132.0,4800.0,303.0,3600.0,5,2675.0,1875.0,4770.0,1820.0,1848.0,8.0,2001,2008-07-08 00:00:00.000,234497.0,400.0,240.0,Auction,Tullamarine (VIC),JAPAN,52190.0,11000.0,gray,7,84.0,33499.57142857143,0.07142857142857142,0.16396103896103897
TOYO,Hatchback,Passenger,Petrol - Unleaded ULP,Piston,7.0,1798,4,103.0,6400.0,173.0,4000.0,5,2600.0,1460.0,4275.0,1760.0,1310.0,5.0,2013,2014-09-27 00:00:00.000,16633.0,100.0,60.0,Fixed Price,Belmore (NSW),JAPAN,23290.0,19390.0,indigo,1,12.0,16633.0,0.07862595419847328,0.13206106870229006
MITS,Wagon,Passenger,Petrol - Unleaded ULP,Piston,4.0,3497,6,150.0,5000.0,300.0,4000.0,5,2722.0,1482.0,4832.0,1785.0,1531.0,5.0,2001,2004-08-10 00:00:00.000,53319.0,400.0,240.0,Auction,Townsville (QLD),AUSTRALIA,33280.0,11000.0,indigo,3,36.0,17773.0,0.09797517962116264,0.1959503592423253
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,5.0,2362,4,117.0,5700.0,218.0,4000.0,4,2775.0,1480.0,4815.0,1820.0,1500.0,5.0,2006,2009-01-12 00:00:00.000,53972.0,275.0,165.0,Auction,Belmore (NSW),AUSTRALIA,29500.0,15200.0,blue,3,27.0,23987.555555555555,0.078,0.14533333333333334
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,3565,6,172.0,6000.0,320.0,2800.0,4,2789.0,1440.0,4876.0,1842.0,1568.0,5.0,2006,2009-04-14 00:00:00.000,95694.0,275.0,165.0,Auction,Sunshine (VIC),AUSTRALIA,33990.0,11100.0,white,3,36.0,31898.0,0.1096938775510204,0.20408163265306123
TOYO,Sedan,Passenger,Petrol - Unleaded ULP,Piston,4.0,1497,4,80.0,6000.0,141.0,4200.0,4,2550.0,1460.0,4300.0,1690.0,1070.0,5.0,2010,2011-01-19 00:00:00.000,22746.0,180.0,110.0,Dealer Only Auction,Belmore (NSW),JAPAN,20440.0,14600.0,yellow,1,12.0,22746.0,0.07476635514018691,0.13177570093457944
FORD,Wagon,SUV,Petrol - Unleaded ULP,Piston,6.0,3984,6,190.0,5250.0,383.0,2500.0,5,2842.0,1714.0,4856.0,1898.0,2095.0,5.0,2007,2010-11-29 00:00:00.000,44377.0,250.0,150.0,Auction,Belmore (NSW),AUSTRALIA,56990.0,26750.0,gray,3,36.0,14792.333333333334,0.09069212410501193,0.18281622911694512
HOLD,Sedan,Passenger,Petrol - Unleaded ULP,Piston,6.0,5665,8,235.0,5200.0,465.0,4400.0,4,2788.0,1450.0,4891.0,1842.0,1602.0,5.0,2003,2011-10-04 00:00:00.000,125673.0,350.0,210.0,Auction,Hobart (TAS),AUSTRALIA,49490.0,12200.0,green,8,96.0,15709.125,0.1466916354556804,0.2902621722846442
FORD,Sedan,Passenger,LPG only,Piston,4.0,3984,6,156.0,4750.0,372.0,3000.0,4,2829.0,1444.0,4916.0,1864.0,1685.0,5.0,2003,2005-08-31 00:00:00.000,41897.0,350.0,210.0,Auction,Belmore (NSW),AUSTRALIA,36060.0,13700.0,green,2,24.0,20948.5,0.09258160237388724,0.22077151335311573
TOYO,Liftback,Passenger,Petrol - Unleaded ULP,Piston,4.0,1587,4,78.0,5800.0,135.0,4800.0,5,2465.0,1380.0,4095.0,1685.0,1075.0,5.0,1998,2000-05-20 00:00:00.000,30550.0,475.0,285.0,Auction,Canberra (ACT),AUSTRALIA,21670.0,15200.0,white,2,24.0,15275.0,0.07255813953488371,0.12558139534883722
